job_id,job_title,skills_required,job_location,education_required,work_experience_required,job_type,work_type,soft_skills_required,companyHR_id
1371,Big Data Engineer,"big data, MapReduce, Hadoop, Hive, Hadoop, Hive",Lahore,PhD,7,Full-time,Onsite,"Teamwork, Communication",38
1372,UI/UX Designer,"UI, UX, design, design",Karachi,PhD,5,Contract,Remote,"Communication, Teamwork",286
1373,UI/UX Designer,"Figma, design, Adobe XD, Figma, Figma",Multan,PhD,2,Contract,Onsite,"Problem Solving, Adaptability",60
1374,IT Support Specialist,"IT, support, support, troubleshooting, support",Quetta,Masters,10,Full-time,Remote,"Teamwork, Communication",53
1375,Data Scientist,"data, machine learning, python",Islamabad,Bachelors,4,Part-time,Remote,"Problem Solving, Teamwork, Communication, Adaptability",468
1376,Security Architect,"security risk assessment, network security design, security architecture, network security design",Rawalpindi,Bachelors,2,Full-time,Remote,"Adaptability, Communication, Problem Solving, Teamwork",22
1377,Big Data Engineer,"Scala, MapReduce, big data",Faisalabad,Bachelors,3,Contract,Onsite,Adaptability,156
1378,Game Developer,"development, 3D modeling, C++, Unity, Unity",Lahore,Intermediate,0,Internship,Onsite,"Teamwork, Adaptability, Communication",405
1379,Cloud Engineer,"AWS, Google Cloud, AWS, IaC, EC2",Faisalabad,Bachelors,5,Full-time,Remote,"Problem Solving, Communication, Teamwork, Adaptability",47
1380,Security Operations Center (SOC) Analyst,"security procedures, threat detection, network traffic analysis",Sialkot,Masters,1,Full-time,Remote,"Problem Solving, Teamwork, Communication, Adaptability",68
1381,Frontend Developer,"HTML, frontend, frontend, frontend",Multan,Bachelors,4,Part-time,Remote,"Teamwork, Communication, Adaptability, Problem Solving",127
1382,Game Developer,"game, Unity, game, development",Abbottabad,PhD,5,Contract,Onsite,Problem Solving,376
1383,Mobile App Developer,"app, mobile, Android",Lahore,Masters,9,Full-time,Onsite,Adaptability,403
1384,Cybersecurity Analyst,"cryptography, IDPS, SIEM, threat intelligence",Rawalpindi,Intermediate,1,Contract,Remote,"Problem Solving, Communication",252
1385,Data Scientist,"python, python, statistics, machine learning, analytics",Bahawalpur,Masters,4,Contract,Remote,"Problem Solving, Teamwork, Communication",52
1386,AI Engineer,"NLP, neural network, artificial intelligence, machine learning",Bahawalpur,Bachelors,3,Part-time,Onsite,"Teamwork, Communication, Problem Solving",67
1387,Cloud Engineer,"serverless, AWS, EC2",Karachi,PhD,10,Contract,Remote,Teamwork,24
1388,Security Architect,"security governance, security risk assessment, threat modeling, secure coding practices",Peshawar,PhD,18,Full-time,Remote,"Adaptability, Teamwork, Communication, Problem Solving",377
1389,Software Engineer,"data structure, Java, software",Quetta,Bachelors,3,Part-time,Remote,Communication,309
1390,Ethical Hacker,"wireless security, network security, wireless security, metasploit, penetration testing",Islamabad,Intermediate,2,Contract,Remote,"Adaptability, Communication, Teamwork",379
1391,Computer Vision Engineer,"CNN, OpenCV, CNN, image processing, OpenCV, computer vision",Abbottabad,Masters,2,Part-time,Remote,Communication,264
1392,AI Engineer,"neural network, computer vision, machine learning, computer vision, generative AI",Multan,Bachelors,5,Part-time,Onsite,"Teamwork, Problem Solving, Adaptability",230
1393,Frontend Developer,".net, backend, frontend, PHP, .net",Nawabshah,Bachelors,4,Part-time,Onsite,"Problem Solving, Adaptability, Communication, Teamwork",199
1394,System Administrator,"administration, Linux, administration, system",Hyderabad,PhD,1,Full-time,Onsite,"Problem Solving, Adaptability, Teamwork",161
1395,Big Data Engineer,"Hadoop, Spark, Scala, Hive, Scala, Scala",Multan,PhD,16,Contract,Onsite,"Problem Solving, Teamwork, Communication, Adaptability",454
1396,Game Developer,"3D modeling, game, Unreal Engine, 3D modeling, Unreal Engine, C++",Gujranwala,Bachelors,4,Part-time,Remote,"Problem Solving, Teamwork, Communication",112
1397,Machine Learning Engineer,"computer vision, computer vision, deep learning, machine learning, NLP, computer vision",Nawabshah,Masters,10,Part-time,Remote,Problem Solving,263
1398,Frontend Developer,"MERN, CSS, PHP, frontend, MERN, .net",Gujranwala,Bachelors,0,Part-time,Onsite,Problem Solving,371
1399,IT Consultant,"strategy, strategy, consulting, consulting, strategy",Multan,Masters,7,Full-time,Remote,"Teamwork, Problem Solving",247
1400,Security Operations Center (SOC) Analyst,"network traffic analysis, security policies, security policies, security procedures, incident escalation",Bahawalpur,Bachelors,5,Contract,Onsite,"Problem Solving, Adaptability, Communication, Teamwork",427
1401,Data Scientist,"python, machine learning, machine learning, analytics, R",Abbottabad,Intermediate,1,Full-time,Onsite,"Teamwork, Problem Solving, Adaptability, Communication",145
1402,Security Operations Center (SOC) Analyst,"security policies, security procedures, network traffic analysis",Sialkot,Bachelors,5,Part-time,Remote,Adaptability,351
1403,Cybersecurity Analyst,"vulnerability assessment, incident response, risk assessment, threat intelligence, threat intelligence, risk assessment",Multan,Bachelors,1,Full-time,Remote,"Communication, Teamwork, Adaptability",329
1404,Security Architect,"identity and access management, security architecture, secure coding practices, security protocols, network security design, identity and access management",Multan,PhD,6,Contract,Onsite,Teamwork,91
1405,System Administrator,"system, security, Linux, administration, security",Sialkot,Masters,6,Part-time,Remote,"Problem Solving, Adaptability",186
1406,Backend Developer,"MERN, backend, MERN, PHP, .net, .net",Quetta,Masters,0,Contract,Onsite,"Adaptability, Communication",167
1407,Quality Assurance Engineer,"JUnit, pytest, Selenium, J metre",Bahawalpur,Bachelors,5,Part-time,Remote,"Problem Solving, Teamwork",260
1408,Database Administrator,"Oracle, MySQL, database, SQL",Sukkur,Bachelors,3,Contract,Remote,"Communication, Adaptability",206
1409,Network Administrator,"firewall configuration, network troubleshooting, network monitoring, DNS",Bahawalpur,Bachelors,1,Contract,Onsite,"Adaptability, Communication, Problem Solving, Teamwork",437
1410,Quality Assurance Engineer,"automation, JUnit, J metre, Selenium",Faisalabad,PhD,20,Part-time,Remote,"Problem Solving, Adaptability, Teamwork, Communication",347
1411,Game Developer,"development, development, 3D modeling, 3D modeling, game",Nawabshah,Masters,0,Part-time,Onsite,"Problem Solving, Teamwork, Communication",46
1412,AI Engineer,"generative AI, neural network, deep learning, NLP, NLP",Gujranwala,Masters,4,Full-time,Remote,"Communication, Problem Solving",409
1413,Database Administrator,"PostgreSQL, SQL, SQL, PostgreSQL, Oracle",Lahore,PhD,15,Full-time,Remote,Communication,261
1414,System Administrator,"system, administration, system, system",Sukkur,Bachelors,1,Internship,Remote,"Communication, Teamwork, Adaptability, Problem Solving",97
1415,Backend Developer,"JavaScript, JavaScript, CSS, CSS, HTML",Lahore,Masters,0,Internship,Remote,"Problem Solving, Communication",224
1416,Database Administrator,"Oracle, SQL, PostgreSQL",Sukkur,PhD,6,Contract,Remote,"Adaptability, Problem Solving",204
1417,Data Scientist,"machine learning, R, analytics, statistics, data, machine learning",Karachi,Intermediate,1,Contract,Onsite,"Teamwork, Communication, Adaptability",348
1418,Mobile App Developer,"mobile, iOS, Swift",Nawabshah,PhD,6,Full-time,Onsite,"Communication, Adaptability",325
1419,Quality Assurance Engineer,"QA, JUnit, JUnit, JUnit, automation",Multan,Intermediate,0,Internship,Onsite,"Teamwork, Communication, Problem Solving, Adaptability",127
1420,IT Support Specialist,"helpdesk, troubleshooting, ticketing, support",Faisalabad,Masters,9,Part-time,Remote,"Adaptability, Problem Solving",333
1421,Business Analyst,"business, analysis, stakeholder management, requirements gathering, business",Nawabshah,Bachelors,4,Contract,Remote,"Adaptability, Communication, Problem Solving, Teamwork",243
1422,Ethical Hacker,"vulnerability assessment, network security, exploit development, network security, network security, web application security",Lahore,Masters,10,Part-time,Remote,"Adaptability, Communication, Problem Solving, Teamwork",61
1423,Software Engineer,"data structure, data structure, software, data structure, algorithm",Lahore,Intermediate,0,Internship,Onsite,"Problem Solving, Teamwork",340
1424,Security Operations Center (SOC) Analyst,"security incident handling, security monitoring, security tool management",Hyderabad,Masters,3,Full-time,Remote,"Teamwork, Communication, Adaptability",72
1425,Machine Learning Engineer,"NLP, NLP, machine learning",Gujranwala,PhD,4,Full-time,Onsite,Adaptability,169
1426,Cloud Engineer,"VPC, IaC, Azure, serverless, AWS, Google Cloud",Peshawar,PhD,18,Full-time,Onsite,"Problem Solving, Adaptability",442
1427,AI Engineer,"computer vision, artificial intelligence, computer vision, neural network, NLP, neural network",Sukkur,Bachelors,0,Part-time,Remote,"Adaptability, Communication",203
1428,Mobile App Developer,"app, app, app",Sialkot,PhD,0,Part-time,Onsite,Adaptability,46
1429,Cloud Engineer,"Google Cloud, Azure, Azure, AWS",Rawalpindi,Bachelors,3,Contract,Onsite,Adaptability,263
1430,IT Consultant,"TOGAF, business, consulting",Multan,Masters,3,Full-time,Remote,"Adaptability, Problem Solving",462
1431,Machine Learning Engineer,"deep learning, NLP, machine learning, machine learning",Faisalabad,Masters,8,Contract,Remote,"Problem Solving, Communication, Adaptability, Teamwork",474
1432,UI/UX Designer,"UI, Adobe XD, design",Hyderabad,Bachelors,2,Contract,Remote,Problem Solving,212
1433,Database Administrator,"SQL, NoSQL, PostgreSQL, SQL",Quetta,Masters,3,Contract,Remote,"Problem Solving, Teamwork",419
1434,Ethical Hacker,"metasploit, metasploit, threat modeling, wireless security",Sialkot,Bachelors,3,Part-time,Onsite,"Problem Solving, Communication, Teamwork, Adaptability",58
1435,IT Consultant,"ITIL, TOGAF, TOGAF, strategy",Quetta,Bachelors,2,Contract,Onsite,"Teamwork, Communication",86
1436,Business Analyst,"stakeholder management, stakeholder management, business, stakeholder management",Gujranwala,Masters,0,Internship,Onsite,"Adaptability, Problem Solving, Communication, Teamwork",267
1437,Web Developer,"PHP, HTML, .net, JavaScript, .net",Sukkur,Masters,3,Contract,Onsite,Teamwork,326
1438,Frontend Developer,".net, frontend, HTML",Sialkot,Bachelors,4,Part-time,Remote,"Problem Solving, Adaptability, Teamwork, Communication",226
1439,Ethical Hacker,"vulnerability assessment, vulnerability assessment, penetration testing",Karachi,Bachelors,1,Full-time,Onsite,"Communication, Adaptability",239
1440,Security Operations Center (SOC) Analyst,"threat detection, security monitoring, incident escalation, security incident handling, security policies, network traffic analysis",Faisalabad,Intermediate,2,Contract,Remote,"Problem Solving, Adaptability, Communication",266
1441,Game Developer,"C#, Unreal Engine, C#, Unreal Engine",Abbottabad,Bachelors,2,Contract,Onsite,"Problem Solving, Communication, Adaptability, Teamwork",367
1442,Quality Assurance Engineer,"automation, JUnit, testing, Appium",Quetta,PhD,2,Contract,Remote,"Adaptability, Teamwork",157
1443,Data Scientist,"R, R, statistics, R, data, machine learning",Sialkot,PhD,0,Part-time,Remote,"Teamwork, Problem Solving, Adaptability, Communication",438
1444,Data Scientist,"python, R, R, R, data",Peshawar,PhD,7,Part-time,Onsite,"Adaptability, Problem Solving",239
1445,Security Operations Center (SOC) Analyst,"threat detection, SOC, log analysis, security tool management, security incident handling, security tool management",Lahore,Masters,1,Part-time,Onsite,Communication,290
1446,Blockchain Developer,"solidity, smart contract, blockchain",Faisalabad,PhD,13,Full-time,Remote,Adaptability,112
1447,Frontend Developer,"JavaScript, .net, .net, PHP",Sialkot,Intermediate,2,Contract,Remote,"Problem Solving, Communication, Teamwork, Adaptability",230
1448,Blockchain Developer,"smart contract, smart contract, smart contract, blockchain",Gujranwala,PhD,3,Contract,Remote,"Teamwork, Adaptability, Communication, Problem Solving",167
1449,IT Support Specialist,"troubleshooting, customer service, ticketing, helpdesk",Peshawar,PhD,7,Part-time,Onsite,"Teamwork, Problem Solving",224
1450,Network Administrator,"switching, DNS, firewall configuration",Hyderabad,Masters,3,Full-time,Remote,"Problem Solving, Adaptability, Communication",454
1451,Backend Developer,"MERN, HTML, .net, .net, backend",Nawabshah,Intermediate,0,Internship,Remote,"Adaptability, Teamwork, Communication",6
1452,Data Scientist,"R, R, analytics, machine learning, analytics, machine learning",Nawabshah,Masters,2,Part-time,Onsite,"Teamwork, Communication",253
1453,IT Consultant,"strategy, strategy, consulting, analysis, consulting",Peshawar,Bachelors,2,Full-time,Remote,"Problem Solving, Communication, Adaptability, Teamwork",126
1454,Backend Developer,"JavaScript, .net, frontend, HTML",Karachi,PhD,2,Part-time,Remote,"Adaptability, Communication, Teamwork, Problem Solving",114
1455,Big Data Engineer,"Spark, Spark, MapReduce, Scala, MapReduce, big data",Faisalabad,Intermediate,2,Contract,Onsite,"Communication, Teamwork",164
1456,Frontend Developer,"CSS, PHP, .net, HTML, MERN",Karachi,PhD,5,Part-time,Remote,"Teamwork, Communication, Problem Solving, Adaptability",434
1457,Security Architect,"network security design, identity and access management, security risk assessment, security compliance",Rawalpindi,PhD,6,Full-time,Remote,"Teamwork, Adaptability, Problem Solving",265
1458,AI Engineer,"artificial intelligence, computer vision, NLP, machine learning, generative AI, neural network",Islamabad,PhD,13,Contract,Onsite,Communication,331
1459,IT Support Specialist,"helpdesk, IT, troubleshooting",Abbottabad,Intermediate,1,Internship,Onsite,Teamwork,323
1460,Business Analyst,"stakeholder management, requirements gathering, analysis, requirements gathering, requirements gathering, process improvement",Islamabad,Bachelors,3,Full-time,Remote,"Communication, Teamwork",146
1461,Machine Learning Engineer,"computer vision, artificial intelligence, NLP",Sukkur,PhD,3,Full-time,Onsite,"Problem Solving, Teamwork, Communication, Adaptability",312
1462,Business Analyst,"requirements gathering, analysis, analysis",Nawabshah,PhD,2,Full-time,Onsite,"Teamwork, Adaptability",400
1463,Software Engineer,"Java, data structure, coding, software, programming, data structure",Abbottabad,Bachelors,5,Full-time,Onsite,Communication,189
1464,Computer Vision Engineer,"image processing, OpenCV, computer vision, computer vision",Sialkot,Masters,0,Full-time,Remote,"Communication, Adaptability, Problem Solving, Teamwork",90
1465,Machine Learning Engineer,"machine learning, neural network, neural network, generative AI, machine learning",Islamabad,Masters,7,Contract,Remote,"Communication, Adaptability",366
1466,Blockchain Developer,"solidity, hyperledger, hyperledger, blockchain",Abbottabad,Bachelors,4,Part-time,Onsite,Problem Solving,254
1467,Big Data Engineer,"Hadoop, Scala, Hadoop, Scala, Scala, big data",Karachi,Intermediate,2,Contract,Remote,"Teamwork, Adaptability",74
1468,Network Administrator,"switching, switching, network security protocols",Hyderabad,Masters,0,Part-time,Remote,"Adaptability, Communication, Teamwork, Problem Solving",246
1469,Security Architect,"encryption standards, threat modeling, threat modeling, security protocols, secure coding practices, network security design",Abbottabad,Masters,7,Contract,Remote,"Problem Solving, Teamwork, Adaptability",353
1470,Security Operations Center (SOC) Analyst,"network traffic analysis, threat detection, network traffic analysis, security monitoring",Hyderabad,PhD,3,Contract,Onsite,"Teamwork, Adaptability",327
1471,Quality Assurance Engineer,"pytest, Postman, pytest, QA",Quetta,Intermediate,2,Part-time,Remote,"Adaptability, Teamwork",85
1472,Ethical Hacker,"social engineering, web application security, metasploit, wireless security, threat modeling, threat modeling",Sukkur,PhD,14,Full-time,Onsite,"Problem Solving, Communication",37
1473,Cloud Engineer,"IaC, AWS, EC2, serverless",Karachi,Bachelors,4,Contract,Onsite,Adaptability,351
1474,Data Scientist,"analytics, machine learning, machine learning, statistics",Hyderabad,Masters,0,Internship,Remote,"Communication, Teamwork, Adaptability, Problem Solving",492
1475,IT Consultant,"TOGAF, strategy, TOGAF, strategy, TOGAF, analysis",Sialkot,Bachelors,1,Full-time,Remote,"Adaptability, Teamwork, Communication, Problem Solving",265
1476,Computer Vision Engineer,"OpenCV, computer vision, image processing, computer vision",Abbottabad,Intermediate,0,Contract,Remote,"Adaptability, Problem Solving, Teamwork",203
1477,AI Engineer,"artificial intelligence, NLP, computer vision, NLP",Abbottabad,Bachelors,0,Part-time,Onsite,"Problem Solving, Adaptability, Teamwork",92
1478,Computer Vision Engineer,"image processing, computer vision, OpenCV, OpenCV",Islamabad,Masters,4,Part-time,Remote,"Communication, Adaptability",211
1479,Business Analyst,"requirements gathering, analysis, process improvement",Rawalpindi,Bachelors,1,Contract,Onsite,"Problem Solving, Adaptability, Communication, Teamwork",441
1480,Business Analyst,"process improvement, requirements gathering, requirements gathering, business, stakeholder management, analysis",Hyderabad,Masters,9,Full-time,Onsite,"Communication, Adaptability, Problem Solving",244
1481,Web Developer,".net, JavaScript, MERN, PHP, PHP",Islamabad,Masters,2,Part-time,Onsite,"Teamwork, Problem Solving, Communication",141
1482,UI/UX Designer,"design, Figma, UX, UI",Bahawalpur,Masters,8,Full-time,Remote,Adaptability,2
1483,Cloud Engineer,"IaC, AWS, IaC, Azure",Sukkur,Bachelors,1,Part-time,Remote,"Problem Solving, Adaptability, Teamwork, Communication",129
1484,Frontend Developer,"backend, JavaScript, frontend, PHP, PHP, HTML",Multan,Intermediate,2,Contract,Onsite,"Communication, Teamwork, Problem Solving",141
1485,Ethical Hacker,"metasploit, web application security, metasploit, social engineering, penetration testing, threat modeling",Rawalpindi,Intermediate,1,Part-time,Onsite,"Adaptability, Problem Solving, Communication",384
1486,Network Administrator,"routing, network monitoring, network configuration, network troubleshooting, network security protocols, network monitoring",Lahore,Bachelors,0,Contract,Remote,"Adaptability, Communication, Teamwork, Problem Solving",172
1487,Data Scientist,"analytics, statistics, python, data, analytics, statistics",Gujranwala,Bachelors,3,Contract,Remote,Adaptability,156
1488,Backend Developer,"PHP, MERN, backend, .net, MERN, HTML",Rawalpindi,Masters,5,Full-time,Remote,"Problem Solving, Communication, Teamwork, Adaptability",129
1489,Ethical Hacker,"network security, network security, network security",Bahawalpur,Intermediate,0,Internship,Remote,"Communication, Teamwork",413
1490,Backend Developer,"MERN, backend, HTML",Gujranwala,PhD,10,Part-time,Remote,Problem Solving,63
1491,System Administrator,"security, system, Linux, security",Abbottabad,PhD,9,Part-time,Onsite,Adaptability,21
1492,DevOps Engineer,"linuxCI/CD, Ansible, linuxCI/CD, automation",Karachi,PhD,6,Contract,Remote,"Problem Solving, Communication, Adaptability",487
1493,Database Administrator,"NoSQL, MySQL, SQL",Lahore,Bachelors,5,Part-time,Remote,"Teamwork, Communication",292
1494,Machine Learning Engineer,"machine learning, neural network, computer vision",Abbottabad,Bachelors,0,Contract,Onsite,"Adaptability, Teamwork, Communication",440
1495,Quality Assurance Engineer,"QA, QA, testing, JUnit, JUnit",Abbottabad,Masters,5,Full-time,Remote,"Adaptability, Problem Solving",450
1496,Computer Vision Engineer,"CNN, object detection, image processing, object detection, CNN, object detection",Gujranwala,Masters,5,Full-time,Remote,"Communication, Teamwork",275
1497,IT Support Specialist,"troubleshooting, ticketing, ticketing, helpdesk, helpdesk",Islamabad,Intermediate,0,Full-time,Remote,"Communication, Teamwork, Problem Solving",41
1498,Cloud Engineer,"VPC, EC2, IaC, IaC",Karachi,Intermediate,2,Contract,Onsite,"Adaptability, Communication, Teamwork, Problem Solving",421
1499,IT Consultant,"analysis, strategy, business, TOGAF, ITIL, strategy",Nawabshah,PhD,12,Part-time,Onsite,"Communication, Teamwork, Problem Solving, Adaptability",197
1500,Web Developer,"MERN, CSS, MERN, frontend, MERN",Gujranwala,Bachelors,5,Part-time,Onsite,"Communication, Teamwork, Problem Solving, Adaptability",184
1501,Game Developer,"Unreal Engine, development, game, C++",Islamabad,Bachelors,5,Contract,Onsite,"Communication, Adaptability, Teamwork",221
1502,AI Engineer,"machine learning, neural network, generative AI, artificial intelligence",Quetta,Bachelors,5,Full-time,Remote,"Adaptability, Teamwork, Problem Solving",377
1503,Blockchain Developer,"smart contract, smart contract, smart contract, solidity, ethereum, smart contract",Rawalpindi,PhD,13,Contract,Onsite,"Adaptability, Communication, Problem Solving, Teamwork",248
1504,Blockchain Developer,"blockchain, blockchain, hyperledger",Abbottabad,Bachelors,4,Full-time,Remote,"Problem Solving, Teamwork",314
1505,DevOps Engineer,"Ansible, Kubernetes, Ansible, linuxCI/CD, DevOps",Bahawalpur,Masters,0,Internship,Onsite,"Teamwork, Adaptability",315
1506,Blockchain Developer,"solidity, ethereum, ethereum, solidity, ethereum, hyperledger",Sukkur,Masters,2,Full-time,Onsite,"Teamwork, Adaptability",418
1507,IT Consultant,"business, TOGAF, analysis, TOGAF, consulting",Abbottabad,Bachelors,1,Part-time,Remote,"Adaptability, Problem Solving, Communication, Teamwork",287
1508,Cybersecurity Analyst,"risk assessment, risk assessment, incident response, incident response, vulnerability assessment",Gujranwala,Bachelors,2,Contract,Onsite,"Communication, Teamwork, Adaptability, Problem Solving",39
1509,Data Scientist,"statistics, analytics, analytics",Lahore,Masters,5,Part-time,Remote,"Adaptability, Communication, Problem Solving",134
1510,Security Operations Center (SOC) Analyst,"security monitoring, security procedures, incident escalation, security incident handling, security tool management",Islamabad,Masters,6,Part-time,Onsite,Problem Solving,332
1511,Software Engineer,"programming, C#, Java, Java, algorithm, data structure",Sialkot,Intermediate,1,Part-time,Remote,Problem Solving,20
1512,Blockchain Developer,"blockchain, blockchain, blockchain",Islamabad,Masters,3,Contract,Onsite,"Adaptability, Teamwork, Problem Solving",303
1513,DevOps Engineer,"Ansible, linuxCI/CD, Kubernetes, Ansible",Abbottabad,PhD,8,Contract,Onsite,Communication,55
1514,IT Support Specialist,"support, support, ticketing",Quetta,Masters,8,Full-time,Remote,"Adaptability, Teamwork, Problem Solving",366
1515,Ethical Hacker,"vulnerability assessment, web application security, wireless security, network security",Hyderabad,Bachelors,5,Part-time,Onsite,Adaptability,313
1516,Big Data Engineer,"MapReduce, Spark, Hive, Hive, Hadoop",Lahore,PhD,16,Part-time,Onsite,"Adaptability, Problem Solving",4
1517,Security Architect,"security compliance, secure coding practices, security governance",Rawalpindi,Masters,4,Contract,Onsite,"Adaptability, Communication",103
1518,Backend Developer,"frontend, frontend, backend, HTML",Hyderabad,PhD,12,Full-time,Onsite,Problem Solving,182
1519,Security Operations Center (SOC) Analyst,"security tool management, security policies, security tool management",Karachi,Masters,8,Full-time,Onsite,"Adaptability, Problem Solving, Communication, Teamwork",14
1520,Game Developer,"Unity, Unity, Unreal Engine, C#",Sialkot,Intermediate,1,Internship,Onsite,Adaptability,371
1521,Blockchain Developer,"hyperledger, smart contract, smart contract, solidity",Gujranwala,PhD,16,Full-time,Onsite,"Communication, Adaptability, Problem Solving",217
1522,AI Engineer,"deep learning, computer vision, computer vision, NLP, generative AI",Quetta,Intermediate,1,Contract,Onsite,"Teamwork, Adaptability",36
1523,Data Scientist,"python, machine learning, machine learning",Rawalpindi,PhD,18,Part-time,Remote,Adaptability,470
1524,IT Consultant,"business, strategy, ITIL, consulting, consulting",Quetta,Intermediate,0,Contract,Onsite,"Problem Solving, Teamwork, Communication, Adaptability",386
1525,Cybersecurity Analyst,"incident response, malware analysis, threat intelligence",Sialkot,Bachelors,0,Contract,Onsite,"Communication, Problem Solving",385
1526,Machine Learning Engineer,"generative AI, neural network, deep learning, machine learning",Peshawar,Bachelors,3,Full-time,Remote,Problem Solving,18
1527,Frontend Developer,"PHP, PHP, frontend, JavaScript, PHP, CSS",Quetta,Intermediate,1,Internship,Remote,"Communication, Adaptability, Teamwork, Problem Solving",387
1528,IT Project Manager,"PMP, agile, agile",Lahore,Bachelors,0,Part-time,Remote,"Teamwork, Communication, Problem Solving, Adaptability",356
1529,IT Consultant,"analysis, business, analysis, strategy, strategy, analysis",Karachi,Intermediate,1,Full-time,Remote,Adaptability,499
1530,Data Scientist,"data, machine learning, analytics, machine learning, statistics",Hyderabad,Intermediate,2,Part-time,Onsite,"Teamwork, Communication, Problem Solving, Adaptability",290
1531,Software Engineer,"coding, software, C#, software, coding, algorithm",Gujranwala,Masters,8,Full-time,Onsite,"Teamwork, Communication, Adaptability",284
1532,Data Scientist,"R, python, python",Multan,Bachelors,5,Contract,Onsite,Problem Solving,267
1533,Quality Assurance Engineer,"JUnit, QA, Postman, automation",Hyderabad,Masters,2,Part-time,Remote,"Adaptability, Problem Solving, Communication",348
1534,Mobile App Developer,"iOS, iOS, Kotlin, Swift, app, mobile",Sukkur,Masters,0,Internship,Remote,"Adaptability, Communication, Problem Solving, Teamwork",321
1535,IT Project Manager,"scrum, agile, scrum, PMP, MS Project, agile",Faisalabad,Intermediate,1,Part-time,Remote,"Problem Solving, Adaptability, Teamwork, Communication",11
1536,AI Engineer,"computer vision, machine learning, artificial intelligence, deep learning, artificial intelligence, generative AI",Karachi,Bachelors,0,Internship,Remote,"Problem Solving, Teamwork, Communication, Adaptability",186
1537,UI/UX Designer,"Sketch, Sketch, design, UX, Adobe XD",Islamabad,PhD,11,Full-time,Onsite,"Adaptability, Teamwork, Problem Solving, Communication",10
1538,Security Operations Center (SOC) Analyst,"security incident handling, incident escalation, incident escalation, SOC",Hyderabad,PhD,20,Full-time,Onsite,"Adaptability, Teamwork, Communication, Problem Solving",348
1539,UI/UX Designer,"Sketch, UX, Sketch, UX",Gujranwala,Bachelors,5,Contract,Onsite,"Communication, Adaptability, Problem Solving",168
1540,Software Engineer,"software, Java, programming, coding, algorithm, programming",Nawabshah,Intermediate,2,Part-time,Onsite,"Teamwork, Problem Solving, Communication",200
1541,Big Data Engineer,"Hive, Spark, Hive",Peshawar,PhD,18,Contract,Remote,Teamwork,276
1542,Data Scientist,"data, R, R, statistics, R, statistics",Rawalpindi,Intermediate,1,Full-time,Onsite,"Problem Solving, Teamwork",9
1543,Web Developer,".net, HTML, .net, HTML, backend",Multan,Intermediate,0,Contract,Onsite,"Communication, Teamwork, Problem Solving",103
1544,UI/UX Designer,"Figma, UI, Figma, Adobe XD, UX",Abbottabad,Intermediate,2,Part-time,Remote,Problem Solving,25
1545,AI Engineer,"generative AI, machine learning, NLP, deep learning, NLP",Abbottabad,Bachelors,1,Part-time,Onsite,"Teamwork, Problem Solving, Adaptability, Communication",277
1546,IT Project Manager,"PMP, PMP, PMP, MS Project",Sukkur,Masters,4,Part-time,Remote,Communication,7
1547,Computer Vision Engineer,"computer vision, OpenCV, computer vision, image processing, computer vision",Nawabshah,Bachelors,2,Contract,Onsite,"Adaptability, Problem Solving",483
1548,Backend Developer,"JavaScript, JavaScript, frontend",Multan,Intermediate,1,Contract,Onsite,"Adaptability, Teamwork, Problem Solving",295
1549,Data Scientist,"R, python, statistics",Multan,Intermediate,1,Part-time,Remote,Communication,406
1550,IT Consultant,"TOGAF, strategy, strategy",Karachi,Masters,7,Part-time,Onsite,Adaptability,481
1551,Cybersecurity Analyst,"threat intelligence, penetration testing, vulnerability assessment, risk assessment, malware analysis, IDPS",Sialkot,Masters,3,Full-time,Onsite,"Communication, Problem Solving, Adaptability, Teamwork",31
1552,Cybersecurity Analyst,"penetration testing, risk assessment, SIEM, risk assessment, malware analysis, IDPS",Quetta,Masters,4,Contract,Remote,Teamwork,236
1553,Big Data Engineer,"Hive, Hadoop, big data, Hive, big data, Hive",Abbottabad,Masters,0,Full-time,Onsite,"Problem Solving, Teamwork, Communication",224
1554,Cybersecurity Analyst,"cryptography, risk assessment, vulnerability assessment",Faisalabad,Intermediate,2,Contract,Remote,"Communication, Teamwork, Problem Solving",139
1555,Mobile App Developer,"mobile, mobile, Android, Swift",Islamabad,Bachelors,3,Full-time,Remote,"Adaptability, Communication, Problem Solving",315
1556,Software Engineer,"coding, Java, software",Multan,Intermediate,0,Full-time,Remote,"Adaptability, Teamwork, Problem Solving, Communication",154
1557,Blockchain Developer,"hyperledger, hyperledger, smart contract, ethereum",Karachi,Bachelors,5,Contract,Remote,Problem Solving,214
1558,Machine Learning Engineer,"artificial intelligence, machine learning, NLP, computer vision",Karachi,Intermediate,2,Full-time,Remote,"Teamwork, Communication, Problem Solving",105
1559,Game Developer,"3D modeling, game, C++, C++, game",Nawabshah,Masters,10,Contract,Remote,"Teamwork, Problem Solving, Communication",95
1560,Quality Assurance Engineer,"automation, pytest, Postman",Rawalpindi,PhD,14,Part-time,Remote,"Problem Solving, Teamwork",489
1561,Cybersecurity Analyst,"risk assessment, threat intelligence, malware analysis",Abbottabad,Masters,7,Contract,Onsite,"Communication, Teamwork",26
1562,Security Architect,"secure coding practices, security governance, security governance, identity and access management, security risk assessment",Karachi,Intermediate,1,Full-time,Remote,Teamwork,46
